4.13223e-10    9.61017e-1
4.13223e-10    8.36723e-1
7.43802e-10    7.14689e-1
9.09091e-10    6.46893e-1
1.07438e-9    5.88136e-1
1.48760e-9    4.95480e-1
1.81818e-9    4.59322e-1
2.06612e-9    4.16384e-1
2.31405e-9    4.00565e-1
2.39669e-9    3.84746e-1
2.64463e-9    3.46328e-1
2.89256e-9    3.37288e-1
3.30579e-9    3.16949e-1
3.63636e-9    2.94350e-1
4.46281e-9    2.69492e-1
3.80165e-9    2.64972e-1
3.96694e-9    2.58192e-1
4.21488e-9    2.46893e-1
4.71074e-9    2.33333e-1
5.04132e-9    2.22034e-1
5.78512e-9    2.26554e-1
6.85950e-9    2.06215e-1
6.11570e-9    1.97175e-1
7.35537e-9    1.88136e-1
8.51240e-9    1.79096e-1
9.66942e-9    1.90395e-1
9.25620e-9    1.79096e-1
1.03306e-8    1.63277e-1
8.18182e-9    1.88136e-1
1.06612e-8    1.40678e-1
1.12397e-8    1.27119e-1
1.09091e-8    1.22599e-1
1.14050e-8    1.40678e-1
2.33058e-8    1.04520e-1
2.38017e-8    9.32203e-2
2.47934e-8    9.32203e-2
2.42149e-8    7.28814e-2
2.46281e-8    6.15819e-2
2.60331e-8    8.41808e-2
2.54545e-8    8.64407e-2
2.64463e-8    6.83616e-2
2.69421e-8    5.02825e-2
2.78512e-8    4.35028e-2
2.73554e-8    3.22034e-2
2.81818e-8    7.51412e-2
2.90909e-8    7.51412e-2
3.01653e-8    6.38418e-2
2.92562e-8    6.15819e-2
3.13223e-8    7.06215e-2
3.10744e-8    5.02825e-2
3.23967e-8    5.70621e-2
3.31405e-8    5.48023e-2
3.33884e-8    3.89831e-2
3.28926e-8    3.22034e-2
3.43802e-8    6.61017e-2
3.40496e-8    7.06215e-2
3.57025e-8    5.25424e-2
3.47934e-8    4.35028e-2
3.67769e-8    6.38418e-2
3.75207e-8    6.15819e-2
3.85950e-8    7.06215e-2
3.85950e-8    5.25424e-2
3.90083e-8    3.44633e-2
3.79339e-8    4.12429e-2
5.00826e-8    3.67232e-2
4.87603e-8    5.70621e-2
4.76033e-8    5.93220e-2
4.85950e-8    2.09040e-2
4.80165e-8    3.89831e-2
4.40496e-8    5.70621e-2
4.33884e-8    2.76836e-2
4.47107e-8    3.67232e-2
4.52066e-8    5.93220e-2
4.21488e-8    7.28814e-2
4.16529e-8    7.51412e-2
4.11570e-8    7.28814e-2
3.97521e-8    6.38418e-2
4.03306e-8    6.15819e-2
4.14876e-8    5.70621e-2
4.61983e-8    5.25424e-2
4.60331e-8    3.22034e-2
4.55372e-8    3.22034e-2
