8.26446e-11    9.99435e-1
4.13223e-10    8.97740e-1
4.13223e-10    7.62147e-1
6.61157e-10    6.67232e-1
7.43802e-10    5.92655e-1
1.15702e-9    5.00000e-1
1.15702e-9    4.18644e-1
1.57025e-9    3.68927e-1
1.81818e-9    3.39548e-1
1.81818e-9    2.85311e-1
1.98347e-9    2.60452e-1
2.47934e-9    2.42373e-1
2.56198e-9    2.08475e-1
2.97521e-9    1.85876e-1
3.14050e-9    1.81356e-1
3.14050e-9    1.51977e-1
3.63636e-9    1.51977e-1
3.80165e-9    1.24859e-1
4.62810e-9    1.11299e-1
4.87603e-9    1.11299e-1
5.12397e-9    1.11299e-1
5.70248e-9    9.77401e-2
5.37190e-9    8.19209e-2
6.03306e-9    8.19209e-2
7.85124e-9    3.89831e-2
8.59504e-9    3.44633e-2
9.09091e-9    4.80226e-2
9.58678e-9    4.57627e-2
9.91736e-9    3.89831e-2
1.00826e-8    2.31638e-2
1.05785e-8    1.63842e-2
1.14876e-8    2.31638e-2
1.20661e-8    3.22034e-2
1.25620e-8    2.09040e-2
2.04132e-8    1.41243e-2
2.07438e-8    1.63842e-2
2.22314e-8    5.08475e-3
2.24793e-8    1.41243e-2
2.28926e-8    2.82486e-3
2.52066e-8    5.08475e-3
2.54545e-8    7.34463e-3
2.88430e-8    2.82486e-3
2.94215e-8    5.64972e-4
3.01653e-8    -1.69492e-3
3.09917e-8    -3.95480e-3
3.17355e-8    -3.95480e-3
3.34711e-8    5.64972e-4
3.47107e-8    9.60452e-3
3.58678e-8    1.41243e-2
3.64463e-8    1.63842e-2
3.69421e-8    1.63842e-2
3.78512e-8    5.08475e-3
3.69421e-8    2.31638e-2
3.95868e-8    9.60452e-3
3.90909e-8    1.18644e-2
4.06612e-8    7.34463e-3
4.10744e-8    1.41243e-2
4.17355e-8    1.41243e-2
4.20661e-8    1.41243e-2
4.27273e-8    9.60452e-3
4.33058e-8    7.34463e-3
4.61983e-8    7.34463e-3
4.64463e-8    1.18644e-2
4.77686e-8    7.34463e-3
4.97521e-8    5.08475e-3
5.00826e-8    9.60452e-3
1.97521e-8    1.41243e-2
4.44628e-8    5.08475e-3
4.53719e-8    2.82486e-3
2.38843e-8    2.82486e-3
6.52893e-9    5.70621e-2
7.02479e-9    6.15819e-2
