0.000000000000000000e+00	0.000000000000000000e+00	9.670052631578948886e+24	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+21	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.239398726378604907e-37	1.000000000000000048e-04	9.670052631578948886e+24	3.333513485772181955e-07	5.885232228890773531e-07	6.442441986822315025e-07	1.438206109871163042e-08	1.000000000000000000e+21	6.591778003576163945e-09	5.794803657296901366e-07	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.478797452757209814e-37	2.000000000000000096e-04	9.670052631578948886e+24	6.667026971544363910e-07	1.177046445778154706e-06	1.288488397364463005e-06	2.876412219742326085e-08	1.000000000000000000e+21	1.318355600715232789e-08	1.158960731459380273e-06	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.239646606123880668e-33	1.000199999999999978e+00	9.670052631578948886e+24	3.334180188469336014e-03	5.886409275336550867e-03	6.443730475219679524e-03	1.438493751093137391e-04	1.000000000000000000e+21	6.593096359176878240e-05	5.795962618028360248e-03	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.479045332502485363e-33	2.000199999999999978e+00	9.670052631578948886e+24	6.667693674241517363e-03	1.177164150422732244e-02	1.288617246204199276e-02	2.876699860964300427e-04	1.000000000000000000e+21	1.318487436275304317e-04	1.159076627532526146e-02	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
3.718444058881090401e-33	3.000199999999999978e+00	9.670052631578948886e+24	1.000120716001369828e-02	1.765687373311809402e-02	1.932861444886430774e-02	4.314905970835463192e-04	1.000000000000000000e+21	1.977665236632920810e-04	1.738556993262216355e-02	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.611243132266714078e-32	1.300019999999999953e+01	9.670052631578948886e+24	4.333634201773552130e-02	7.650919602202581327e-02	8.375303431708744362e-02	1.869696706954709301e-03	1.000000000000000000e+21	8.569443240209085200e-04	7.533360650559117744e-02	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.850641858645319253e-32	2.300019999999999953e+01	9.670052631578948886e+24	7.667147687545733392e-02	1.353615183109335429e-01	1.481774541853105864e-01	3.307902816825872717e-03	1.000000000000000000e+21	1.516122124378524796e-03	1.332816430785601913e-01	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
4.090040585023923880e-32	3.300019999999999953e+01	9.670052631578948886e+24	1.100066117331791604e-01	1.942138405998412587e-01	2.126018740535337292e-01	4.746108926697035699e-03	1.000000000000000000e+21	2.175299924736141290e-03	1.912296796515292052e-01	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.648402784880997125e-31	1.330002000000000066e+02	9.670052631578948886e+24	4.433579603103973699e-01	7.827370634889185830e-01	8.568460727357651852e-01	1.912817002540866812e-02	1.000000000000000000e+21	8.767077928312305354e-03	7.707100453812192331e-01	1.000000000000000000e+21	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
