# time	N	N2	N2_A	N2_B	N2_C	N2_ap	O	O2	O_D	O3	NO	Np	N2p	N3p	N4p	O2p	Op	O4p	NOp	Om	O2m	N_D	N_P	ele	Tg	Tv	Te
0.000000000000000000e+00	0.000000000000000000e+00	1.884049999999999895e+25	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.034499999999999370e+24	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.499999999999999958e+23	0.000000000000000000e+00	0.000000000000000000e+00	3.500000000000000210e+23	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
2.084139205971687906e-39	9.276839070051527887e-05	1.884049999999999895e+25	6.552887786377891817e-06	1.156895466518940661e-05	1.266429537185955915e-05	2.078066462961994538e-06	3.484247205435853654e-05	5.034499999999999370e+24	8.663498315690868940e-06	5.553564928876717647e-39	1.374317864853835352e-13	1.177986741303287544e-07	2.499999999999999958e+23	5.399105897640068185e-08	5.369265672294613709e-06	3.500000000000000210e+23	1.815414051036538273e-37	4.437299061054259228e-08	1.374317864853835352e-13	2.193528489586428239e-38	1.754827325535465240e-08	9.999999999999999124e-05	7.050856221515660341e-07	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
4.168278411943375812e-39	1.855367814010305577e-04	1.884049999999999895e+25	1.310577557275578363e-05	2.313790933037881322e-05	2.532859074371911830e-05	4.156132925923989076e-06	6.968494410871707307e-05	5.034499999999999370e+24	1.732699663138173788e-05	1.666069478663015359e-38	2.748635729707670704e-13	2.355973482606575088e-07	2.499999999999999958e+23	1.079821179528013637e-07	1.073853134458922742e-05	3.500000000000000210e+23	5.446242153109615027e-37	8.874598122108518455e-08	2.748635729707670704e-13	6.580585468759284716e-38	3.509654651070930481e-08	1.999999999999999825e-04	1.410171244303132068e-06	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
2.084556033812882113e-35	9.278694437865537825e-01	1.884049999999999895e+25	6.554198363935168081e-02	1.157126845612244381e-01	1.266682823093392973e-01	2.078482076254586919e-02	3.484944054876940589e-01	5.034499999999999370e+24	8.665231015354007971e-02	2.777893344031081551e-31	1.374592728426806149e-09	1.178222338651548247e-03	2.499999999999999958e+23	5.400185718819595047e-04	5.370339525429072836e-02	3.500000000000000210e+23	9.080701627908977525e-30	4.438186520866469528e-04	1.374592728426924229e-09	1.097203016296985849e-30	1.755178291000572251e-04	1.000199999999999978e+00	7.052266392759963184e-03	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
4.168695239784569892e-35	1.855553350791706579e+00	1.884049999999999895e+25	1.310708615031305757e-01	2.314022312131184811e-01	2.533112360279348718e-01	4.156548539216581989e-02	6.969191260312794789e-01	5.034499999999999370e+24	1.732872933104487867e-01	1.110935145033193445e-30	2.748910593280641441e-09	2.356209079954835455e-03	2.499999999999999958e+23	1.079929161645966232e-03	1.073960519772368533e-01	3.500000000000000210e+23	3.631554322155912614e-29	8.875485581920727982e-04	2.748910593281113761e-09	4.387934456374545192e-30	3.510005616536037462e-04	2.000199999999999978e+00	1.410312261427562261e-02	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
6.252834445756257403e-35	2.783237257796859154e+00	1.884049999999999895e+25	1.965997393669094984e-01	3.470917778650125518e-01	3.799541897465304463e-01	6.234615002178577059e-02	1.045343846574864788e+00	5.034499999999999370e+24	2.599222764673574937e-01	2.499437448550950563e-30	4.123228458134476732e-09	3.534195821258122663e-03	2.499999999999999958e+23	1.619839751409972960e-03	1.610887087001829920e-01	3.500000000000000210e+23	8.170452532557466908e-29	1.331278464297498644e-03	4.123228458135538832e-09	9.872194386038534106e-30	5.264832942071502944e-04	3.000199999999999978e+00	2.115397883579128377e-02	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
2.709422650547313252e-34	1.206007632784838535e+01	1.884049999999999895e+25	8.518885180046986694e-01	1.503987244383953037e+00	1.646383726932486136e+00	2.701527963179852221e-01	4.529591052010718322e+00	5.034499999999999370e+24	1.126272108036444397e+00	4.692906759255046042e-29	1.786640710667283130e-08	1.531406323429099561e-02	2.499999999999999958e+23	7.018945649050040668e-03	6.980152759296442966e-01	3.500000000000000210e+23	1.534072074435825849e-27	5.768577525351757315e-03	1.786640710669277297e-08	1.853588606099319506e-28	2.281310619742615668e-03	1.300019999999999776e+01	9.166254105094788496e-02	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
4.793561856519000870e-34	2.133691539789991154e+01	1.884049999999999895e+25	1.507177296642487896e+00	2.660882710902893411e+00	2.912813264118441658e+00	4.779594426141846597e-01	8.013838257446572300e+00	5.034499999999999370e+24	1.992621939605531134e+00	1.468943470253171250e-28	3.160958575521118091e-08	2.709393064732386683e-02	2.499999999999999958e+23	1.241805154669010924e-02	1.234941843159105712e+00	3.500000000000000210e+23	4.801853674582614964e-27	1.020587658640601664e-02	3.160958575527360988e-08	5.801983757924681399e-28	4.036137945278080175e-03	2.300019999999999598e+01	1.621711032661044827e-01	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
6.877701062490688916e-34	3.061375446795143773e+01	1.884049999999999895e+25	2.162466075280276900e+00	3.817778177421833785e+00	4.179242801304397403e+00	6.857660889103840418e-01	1.149808546288242539e+01	5.034499999999999370e+24	2.858971771174617871e+00	3.023952757468509447e-28	4.535276440374953051e-08	3.887379806035674151e-02	2.499999999999999958e+23	1.781715744433017695e-02	1.771868410388567128e+00	3.500000000000000210e+23	9.885049325765943944e-27	1.464317564746027422e-02	4.535276440387804129e-08	1.194390739933646976e-27	5.790965270813545548e-03	3.300019999999999243e+01	2.326796654812610665e-01	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
2.771909312220756766e-33	1.233821451684667068e+02	1.884049999999999895e+25	8.715353861658167389e+00	1.538673284261123797e+01	1.684353817316395663e+01	2.763832551872378751e+00	4.634055751724095984e+01	5.034499999999999370e+24	1.152247008686548568e+01	4.911865273844381719e-27	1.827845508891330663e-07	1.566724721906854745e-01	2.499999999999999958e+23	7.180821642073084710e-02	7.141134082683180395e+00	3.500000000000000210e+23	1.605647786446087397e-25	5.901616625800285704e-02	1.827845508912203937e-07	1.940072107407077942e-26	2.333923852616819408e-02	1.330001999999999782e+02	9.377652876328270715e-01	6.000000000000000168e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04	3.000000000000000000e+03
