# time	Ne
3.824040044974412465e-10	6.285957792234651151e+02
3.828710744737127704e-10	6.286316834127306947e+02
3.835908812169986343e-10	6.286869436188507052e+02
3.843106879602844983e-10	6.287421164501280373e+02
3.850304947035703622e-10	6.287972020511480196e+02
3.857503014468562261e-10	6.288522005676099980e+02
3.864701081901420900e-10	6.289071121462902738e+02
3.882283530629790882e-10	6.290408779782616193e+02
3.899865979358160864e-10	6.291741281543177138e+02
3.917448428086530846e-10	6.293068648845700181e+02
3.935030876814900828e-10	6.294390904093261270e+02
3.962159261325138075e-10	6.296421067584402635e+02
3.989287645835375323e-10	6.298439199670912103e+02
4.016416030345612571e-10	6.300445386187685699e+02
4.043544414855849818e-10	6.302439713958327729e+02
4.070672799366087066e-10	6.304422270548361666e+02
4.097801183876324313e-10	6.306393144172714074e+02
4.124929568386561561e-10	6.308352423605757622e+02
4.152057952896798809e-10	6.310300198055360852e+02
4.182016925013001264e-10	6.312437943503308588e+02
4.211975897129203720e-10	6.314561887794507129e+02
4.241934869245406175e-10	6.316672151829183122e+02
4.271893841361608631e-10	6.318768856463749444e+02
4.301852813477811086e-10	6.320852122382274274e+02
4.334973009218350139e-10	6.323139715712200086e+02
4.368093204958889193e-10	6.325411193893722839e+02
4.401213400699428246e-10	6.327666718274130062e+02
4.434333596439967299e-10	6.329906449312080667e+02
4.467453792180506352e-10	6.332130546485038849e+02
4.500573987921045405e-10	6.334339168180540582e+02
4.542244616395206992e-10	6.337096234246409949e+02
4.583915244869368578e-10	6.339829361893633859e+02
4.625585873343530164e-10	6.342538857871355731e+02
4.667256501817691750e-10	6.345225025357914319e+02
4.708927130291853337e-10	6.347888163822253773e+02
4.750597758766014923e-10	6.350528568904954909e+02
4.804964513417802707e-10	6.353939752032770230e+02
4.859331268069590491e-10	6.357313372565404279e+02
4.913698022721378275e-10	6.360650056454508103e+02
4.968064777373166059e-10	6.363950417878658072e+02
5.022431532024953842e-10	6.367215059218405031e+02
5.076798286676741626e-10	6.370444571077975979e+02
5.131165041328529410e-10	6.373639532353898858e+02
5.185531795980317194e-10	6.376800510343483666e+02
5.239898550632104978e-10	6.379928060881549072e+02
5.306796422054413783e-10	6.383731418821024590e+02
5.373694293476722587e-10	6.387485979066597110e+02
5.440592164899031392e-10	6.391192708058447352e+02
5.507490036321340197e-10	6.394852547825560123e+02
5.574387907743649001e-10	6.398466416580189389e+02
5.641285779165957806e-10	6.402035209321558114e+02
5.734679470120487343e-10	6.406943728054500298e+02
5.828073161075016881e-10	6.411768393262625523e+02
5.921466852029546418e-10	6.416511427101161189e+02
6.014860542984075956e-10	6.421174974628323753e+02
6.108254233938605493e-10	6.425761106903245263e+02
6.201647924893135030e-10	6.430271823983391641e+02
6.310233080693856990e-10	6.435424000117737933e+02
6.418818236494578949e-10	6.440479766271258768e+02
6.527403392295300908e-10	6.445441934525218812e+02
6.635988548096022867e-10	6.450313208670009999e+02
6.744573703896744826e-10	6.455096189314601816e+02
6.853158859697466786e-10	6.459793378739170748e+02
6.974852579939907682e-10	6.464958642392786032e+02
7.096546300182348578e-10	6.470022430965427702e+02
7.218240020424789475e-10	6.474987868070422792e+02
7.339933740667230371e-10	6.479857950379956719e+02
7.461627460909671267e-10	6.484635554037749898e+02
7.583321181152112164e-10	6.489323440704445147e+02
7.724734435206917646e-10	6.494661768516928078e+02
7.866147689261723128e-10	6.499886513794713210e+02
8.007560943316528610e-10	6.505001486462753064e+02
8.148974197371334092e-10	6.510010328265725548e+02
8.290387451426139574e-10	6.514916522006616333e+02
8.431800705480945056e-10	6.519723400207649320e+02
8.573213959535750538e-10	6.524434153203274036e+02
8.688469701760049049e-10	6.528204574197300190e+02
8.784918415755858792e-10	6.531313396865310779e+02
8.881367129751668535e-10	6.534380946813752189e+02
8.977815843747478279e-10	6.537408102023439369e+02
9.074264557743288022e-10	6.540395715845361337e+02
9.170713271739097765e-10	6.543344617913822958e+02
9.249194265643054201e-10	6.545716153281969127e+02
9.327675259547009603e-10	6.548063015255561368e+02
9.339139709641239177e-10	6.548403802791542603e+02
9.350604159735468750e-10	6.548744073951876317e+02
9.362068609829698324e-10	6.549083830008236191e+02
9.373533059923927898e-10	6.549423072227841658e+02
9.396461960112384977e-10	6.550100021876151004e+02
9.419390860300842056e-10	6.550774932377777304e+02
9.442319760489299136e-10	6.551447812966396214e+02
9.492506590654030037e-10	6.552913574439020294e+02
9.542693420818760939e-10	6.554369754537588051e+02
9.592880250983491840e-10	6.555816460157390111e+02
9.643067081148222742e-10	6.557253792306794367e+02
9.713468396990009141e-10	6.559254449674756415e+02
9.783869712831795540e-10	6.561237122089842160e+02
9.854271028673581940e-10	6.563202072256177644e+02
9.924672344515368339e-10	6.565149557962962490e+02
1.003502067108823451e-09	6.568167546269124841e+02
1.014536899766110068e-09	6.571144200521666789e+02
1.025571732423396685e-09	6.574080441123021501e+02
1.036606565080683302e-09	6.576977161734151878e+02
1.047641397737969919e-09	6.579835231546559271e+02
1.058676230395256537e-09	6.582655495332380724e+02
1.069711063052543154e-09	6.585438773532856658e+02
1.080745895709829771e-09	6.588185862992337434e+02
1.093574529117004854e-09	6.591335047857904783e+02
1.106403162524179937e-09	6.594437547727970923e+02
1.119231795931355020e-09	6.597494504537222610e+02
1.132060429338530103e-09	6.600507023806612779e+02
1.144889062745705186e-09	6.603476176042312318e+02
1.157717696152880269e-09	6.606402998083917737e+02
1.170546329560055352e-09	6.609288494414502111e+02
1.183374962967230434e-09	6.612133638418498549e+02
1.199094667892327630e-09	6.615566329275169437e+02
1.214814372817424825e-09	6.618941522547046361e+02
1.230534077742522021e-09	6.622260833708611472e+02
1.246253782667619216e-09	6.625525819402721481e+02
1.261973487592716412e-09	6.628737979661834743e+02
1.277693192517813608e-09	6.631898760400025594e+02
1.298351608492621227e-09	6.635976781548985173e+02
1.319010024467428847e-09	6.639971507411436278e+02
1.339668440442236466e-09	6.643885836286235644e+02
1.360326856417044086e-09	6.647722535643705442e+02
1.380985272391851705e-09	6.651484249287392458e+02
1.401643688366659325e-09	6.655173504202800814e+02
1.428417288840071345e-09	6.659850961796945512e+02
1.455190889313483365e-09	6.664415764196203327e+02
1.481964489786895385e-09	6.668872637889229509e+02
1.508738090260307405e-09	6.673226052746026653e+02
1.535511690733719425e-09	6.677480238975089151e+02
1.562285291207131445e-09	6.681639202859397528e+02
1.593587457147909095e-09	6.686385956914617736e+02
1.624889623088686744e-09	6.691013463206837741e+02
1.656191789029464394e-09	6.695527111648566461e+02
1.687493954970242044e-09	6.699931976712033475e+02
1.718796120911019693e-09	6.704232839801082946e+02
1.750098286851797343e-09	6.708434209848878709e+02
1.789815255815575874e-09	6.713628454306326603e+02
1.829532224779354405e-09	6.718677507600369836e+02
1.869249193743132730e-09	6.723588958898557166e+02
1.908966162706911054e-09	6.728369879364754524e+02
1.948683131670689378e-09	6.733026867865970644e+02
2.017053643519422165e-09	6.740771035007335286e+02
2.085424155368154953e-09	6.748194754015228227e+02
2.153794667216887740e-09	6.755323716654614827e+02
2.222165179065620527e-09	6.762180994652059098e+02
2.290535690914353314e-09	6.768787296242612683e+02
2.358906202763086101e-09	6.775161230248072570e+02
2.458040950488116607e-09	6.784024425985844573e+02
2.557175698213147114e-09	6.792479581939385298e+02
2.656310445938177620e-09	6.800566180822374918e+02
2.755445193663208127e-09	6.808318609533284871e+02
2.854579941388238633e-09	6.815766998882119196e+02
2.988809112233160290e-09	6.825414448748929317e+02
3.123038283078081946e-09	6.834609570036034256e+02
3.257267453923003602e-09	6.843400966257549953e+02
3.391496624767925259e-09	6.851830455824276669e+02
3.525725795612846915e-09	6.859933838011669422e+02
3.659954966457768572e-09	6.867741848113727201e+02
3.828092172480451315e-09	6.877146101953170501e+02
3.996229378503134472e-09	6.886174003463734152e+02
4.136225733378967557e-09	6.893431963460933503e+02
4.276222088254800642e-09	6.900475401029635805e+02
4.416218443130633727e-09	6.907321326817182126e+02
4.556214798006466813e-09	6.913984856180786664e+02
4.696211152882299898e-09	6.920479499732247177e+02
4.836207507758132983e-09	6.926817336202647084e+02
4.976203862633966069e-09	6.933009172974104786e+02
5.116200217509799154e-09	6.939064725209976814e+02
5.256196572385632239e-09	6.944992774712758319e+02
5.280765495514589933e-09	6.946020585844747757e+02
5.305334418643547628e-09	6.947044757658139815e+02
5.329903341772505322e-09	6.948065329912079733e+02
5.354472264901463016e-09	6.949082341856327503e+02
5.379041188030420710e-09	6.950095832117248165e+02
5.428179034288335271e-09	6.952112398248859790e+02
5.477316880546249832e-09	6.954115323999135398e+02
5.526454726804164394e-09	6.956104896520680541e+02
5.575592573062078955e-09	6.958081393852904739e+02
5.697974580223862839e-09	6.962948890506982025e+02
5.820356587385646724e-09	6.967740838383477922e+02
5.942738594547430608e-09	6.972460899561558563e+02
6.065120601709214492e-09	6.977112461798498089e+02
6.240210825445601117e-09	6.983654502219077358e+02
6.415301049181987742e-09	6.990071250798386018e+02
6.590391272918374366e-09	6.996370237166003108e+02
6.765481496654760991e-09	7.002558313369360121e+02
6.940571720391147616e-09	7.008641779688443876e+02
7.142511230864919775e-09	7.015535728103587871e+02
7.344450741338691934e-09	7.022306222711341661e+02
7.546390251812464920e-09	7.028960514013407419e+02
7.748329762286237079e-09	7.035505176310457500e+02
7.950269272760009238e-09	7.041946197823904185e+02
8.209213126317499975e-09	7.050062482768944392e+02
8.468156979874990712e-09	7.058027749528218919e+02
8.727100833432481449e-09	7.065851330467539810e+02
8.986044686989972186e-09	7.073541618643680522e+02
9.244988540547462923e-09	7.081106190461944152e+02
9.603936444116193096e-09	7.091397001601994816e+02
9.962884347684923268e-09	7.101475656459944048e+02
1.032183225125365344e-08	7.111356468951393026e+02
1.068078015482238361e-08	7.121052104674203065e+02
1.103972805839111378e-08	7.130573830218028206e+02
1.154823497608256795e-08	7.143784648544288984e+02
1.205674189377402211e-08	7.156691627540510581e+02
1.256524881146547627e-08	7.169316402496763203e+02
1.307375572915693044e-08	7.181677828799290637e+02
1.358226264684838460e-08	7.193792467079099424e+02
1.427673226381575016e-08	7.209965140403254509e+02
1.497120188078311407e-08	7.225737070867811553e+02
1.566567149775047799e-08	7.241136032122070674e+02
1.636014111471784190e-08	7.256186167904168087e+02
1.705461073168520581e-08	7.270908670423442572e+02
1.784429497641984244e-08	7.287275340113826587e+02
1.863397922115447907e-08	7.303266857521257407e+02
1.942366346588911569e-08	7.318904660878516779e+02
2.021334771062375232e-08	7.334207861721960171e+02
2.100303195535838895e-08	7.349193629059511750e+02
2.179271620009302558e-08	7.363877480302314780e+02
2.258240044482766221e-08	7.378273518811087115e+02
2.337208468956229884e-08	7.392394633993654907e+02
2.427716439472024088e-08	7.408256373923314868e+02
2.518224409987818292e-08	7.423788874491755223e+02
2.608732380503612497e-08	7.439007142594463176e+02
2.699240351019406701e-08	7.453925018050582594e+02
2.789748321535200905e-08	7.468555319395200058e+02
2.880256292050995109e-08	7.482909961797396363e+02
2.970764262566789314e-08	7.497000057890170410e+02
3.061272233082583187e-08	7.510836005086753175e+02
3.168226717022379210e-08	7.526871811166437283e+02
3.275181200962175233e-08	7.542581363429673047e+02
3.382135684901971256e-08	7.557978737112906629e+02
3.489090168841767279e-08	7.573077116383969951e+02
3.596044652781563302e-08	7.587888857247911574e+02
3.702999136721359325e-08	7.602425566324103556e+02
3.809953620661155348e-08	7.616698182686616292e+02
3.828784340114261916e-08	7.619184505112164061e+02
3.847615059567368485e-08	7.621663017471973944e+02
3.866445779020475053e-08	7.624133773694684351e+02
3.885276498473581622e-08	7.626596827236961644e+02
3.904107217926688191e-08	7.629052231048540307e+02
3.941768656832900666e-08	7.633940298267418711e+02
3.979430095739113141e-08	7.638798388269816542e+02
4.017091534645325616e-08	7.643626906933933469e+02
4.054752973551538092e-08	7.648426252505096272e+02
4.135955943024117688e-08	7.658676819306513153e+02
4.217158912496697283e-08	7.668797358412383574e+02
4.298361881969276879e-08	7.678791531174415468e+02
4.379564851441856475e-08	7.688662854191330780e+02
4.500147574906719740e-08	7.703101880701556183e+02
4.620730298371583005e-08	7.717288054935345372e+02
4.714953152441934103e-08	7.728203501565507167e+02
4.809176006512285201e-08	7.738975147385793889e+02
4.903398860582636299e-08	7.749607349690136289e+02
4.997621714652987397e-08	7.760104287372370209e+02
5.091844568723338495e-08	7.770469964163293071e+02
5.202393750452521539e-08	7.782469562111411960e+02
5.312942932181704583e-08	7.794299686703799352e+02
5.423492113910887627e-08	7.805966002304257927e+02
5.534041295640070671e-08	7.817473916947343469e+02
5.644590477369253715e-08	7.828828595167143476e+02
5.769150670131459972e-08	7.841444920185087994e+02
5.893710862893666229e-08	7.853879687995798804e+02
6.018271055655873148e-08	7.866139291676570338e+02
6.142831248418079405e-08	7.878229812173933624e+02
6.267391441180285662e-08	7.890157036017416203e+02
6.391951633942491919e-08	7.901926471607617941e+02
6.516511826704698176e-08	7.913543364566413629e+02
6.641072019466904433e-08	7.925012712238515178e+02
6.765632212229110690e-08	7.936339277305226005e+02
6.890192404991316947e-08	7.947527600508669821e+02
7.014752597753523204e-08	7.958582012585216034e+02
7.139312790515729461e-08	7.969506645468732131e+02
7.263872983277935719e-08	7.980305442817476660e+02
7.388433176040141976e-08	7.990982169918268028e+02
7.512993368802348233e-08	8.001540423013360623e+02
7.637553561564554490e-08	8.011983638087644977e+02
7.762113754326760747e-08	8.022315099149892603e+02
7.886673947088967004e-08	8.032537946040607721e+02
8.011234139851173261e-08	8.042655181797875912e+02
8.135794332613379518e-08	8.052669679610087314e+02
8.273022231780703803e-08	8.063586992274713339e+02
8.410250130948028088e-08	8.074386454557660500e+02
8.547478030115352373e-08	8.085071417152124695e+02
8.684705929282676659e-08	8.095645077121104123e+02
8.821933828450000944e-08	8.106110484835576244e+02
8.959161727617325229e-08	8.116470552077956881e+02
9.112882565119912382e-08	8.127954098139514372e+02
9.266603402622499535e-08	8.139312675297144324e+02
9.420324240125086688e-08	8.150549828120227858e+02
9.574045077627673841e-08	8.161668928952159376e+02
9.727765915130260994e-08	8.172673188027347351e+02
9.881486752632848147e-08	8.183565663179798548e+02
1.006339698095881946e-07	8.196315179501590364e+02
1.020758819403350545e-07	8.206315807569292247e+02
1.035177940710819145e-07	8.216225701266273518e+02
1.049597062018287744e-07	8.226046940879444946e+02
1.064016183325756344e-07	8.235781519246893367e+02
1.078435304633224943e-07	8.245431346412367475e+02
1.092854425940693542e-07	8.254998253928923759e+02
1.107273547248162142e-07	8.264483998930487587e+02
1.121692668555630741e-07	8.273890268015693437e+02
1.136111789863099341e-07	8.283218680917991605e+02
1.150530911170567940e-07	8.292470793943942908e+02
1.164950032478036539e-07	8.301648103200188871e+02
1.179369153785505139e-07	8.310752047640836508e+02
1.198315185575522204e-07	8.322604981137964160e+02
1.217261217365539136e-07	8.334336644613429144e+02
1.232039652112218546e-07	8.343405327185488431e+02
1.246818086858897955e-07	8.352403270247103819e+02
1.261596521605577365e-07	8.361331728096085953e+02
1.276374956352256775e-07	8.370191910108130742e+02
1.291153391098936184e-07	8.378984982956968679e+02
1.305931825845615594e-07	8.387712072674477213e+02
1.320710260592295004e-07	8.396374266607781465e+02
1.335488695338974413e-07	8.404972615290334943e+02
1.350267130085653823e-07	8.413508134212335108e+02
1.366881256060794067e-07	8.423030084653606764e+02
1.383495382035934312e-07	8.432475215134553537e+02
1.400109508011074556e-07	8.441844825037462670e+02
1.416723633986214800e-07	8.451140168060417182e+02
1.433337759961355044e-07	8.460362454560403194e+02
1.449951885936495289e-07	8.469512853758041047e+02
1.466566011911635533e-07	8.478592495807124578e+02
1.479562334443744512e-07	8.485646388178477082e+02
1.490343230400098561e-07	8.491465851293927471e+02
1.501124126356452610e-07	8.497256614578748213e+02
1.502766294887508158e-07	8.498136174500259585e+02
1.504408463418563706e-07	8.499015075946895195e+02
1.506050631949619254e-07	8.499893319884820357e+02
1.507692800480674802e-07	8.500770907277199058e+02
1.509334969011730350e-07	8.501647839084204179e+02
1.512589644011366123e-07	8.503383929397738257e+02
1.515844319011001896e-07	8.505117455692295607e+02
1.519098994010637669e-07	8.506848425342186601e+02
1.522353669010273442e-07	8.508576845676988114e+02
1.529352120600038809e-07	8.512284827010277013e+02
1.536350572189804175e-07	8.515981126369667891e+02
1.543349023779569541e-07	8.519665814606723870e+02
1.550347475369334908e-07	8.523338961645453082e+02
1.562983725599091471e-07	8.529942104157479434e+02
1.575619975828848035e-07	8.536508245377416415e+02
1.585567723885106153e-07	8.541651592076367479e+02
1.595515471941364272e-07	8.546772435425765480e+02
1.605463219997622390e-07	8.551870958901459971e+02
1.615410968053880509e-07	8.556947342883387364e+02
1.625358716110138627e-07	8.562001764658989487e+02
1.638831047329071351e-07	8.568812314266602925e+02
1.652303378548004076e-07	8.575583325713632803e+02
1.665775709766936800e-07	8.582315214251676707e+02
1.679248040985869525e-07	8.589008386160394366e+02
1.692720372204802249e-07	8.595663239049152935e+02
1.706192703423734973e-07	8.602280162145059421e+02
1.719665034642667698e-07	8.608859536578195275e+02
1.733137365861600422e-07	8.615401735659720543e+02
1.743588832043748414e-07	8.620451621862983984e+02
1.754040298225896406e-07	8.625479523063534089e+02
1.764491764408044397e-07	8.630485604421198786e+02
1.772900857551404193e-07	8.634497692385075425e+02
1.781309950694763990e-07	8.638495844011238205e+02
1.789719043838123786e-07	8.642480141855542115e+02
1.798128136981483582e-07	8.646450667489114039e+02
1.806537230124843378e-07	8.650407501518220670e+02
1.816127136072391020e-07	8.654903349184221497e+02
1.825717042019938662e-07	8.659381610356415422e+02
1.835306947967486304e-07	8.663842400185340011e+02
1.844896853915033946e-07	8.668285832324048670e+02
1.854486759862581588e-07	8.672712018961099147e+02
1.866133543132887859e-07	8.678064518926379378e+02
1.877780326403194130e-07	8.683391941196800872e+02
1.889427109673500401e-07	8.688694478425246643e+02
1.901073892943806672e-07	8.693972320372835156e+02
1.912720676214112943e-07	8.699225653983262418e+02
1.924367459484419214e-07	8.704454663453453804e+02
1.936014242754725486e-07	8.709659530302150188e+02
1.947661026025031757e-07	8.714840433436741023e+02
1.961921072242965265e-07	8.721151434446580879e+02
1.976181118460898774e-07	8.727427094369949145e+02
1.990441164678832283e-07	8.733667726440888828e+02
2.004701210896765792e-07	8.739873638647399048e+02
2.018961257114699300e-07	8.746045133860334317e+02
2.033221303332632809e-07	8.752182509978449616e+02
2.050012579710579761e-07	8.759365957933174514e+02
2.066803856088526712e-07	8.766502975494890961e+02
2.080762915896325915e-07	8.772401166898725933e+02
2.094721975704125119e-07	8.778267849748485787e+02
2.108681035511924322e-07	8.784103280817097357e+02
2.122640095319723526e-07	8.789907713061556933e+02
2.136599155127522729e-07	8.795681395722751859e+02
2.150558214935321932e-07	8.801424574419430655e+02
2.164517274743121136e-07	8.807137491239252540e+02
2.175886515957836604e-07	8.811768297514558981e+02
2.184984990594719425e-07	8.815459936675576955e+02
2.194083465231602246e-07	8.819138966940830642e+02
2.195603493697284098e-07	8.819752376124265538e+02
2.197123522162965950e-07	8.820365435472147055e+02
2.198643550628647802e-07	8.820978145280809031e+02
2.200163579094329654e-07	8.821590505846138512e+02
2.201683607560011506e-07	8.822202517463578033e+02
2.204723664491375210e-07	8.823425495034001642e+02
2.207763721422738913e-07	8.824647080346359189e+02
2.210803778354102617e-07	8.825867275748629481e+02
2.213843835285466321e-07	8.827086083581821185e+02
2.222125784649784556e-07	8.830399430078443856e+02
2.230407734014102792e-07	8.833702542678983036e+02
2.238689683378421027e-07	8.836995467954106971e+02
2.246971632742739263e-07	8.840278252095434937e+02
2.257905109932201759e-07	8.844596590690595121e+02
2.268838587121664255e-07	8.848897439544271037e+02
2.279772064311126750e-07	8.853180901932333882e+02
2.290705541500589246e-07	8.857447080107732518e+02
2.301639018690051742e-07	8.861696075360025588e+02
2.312572495879514238e-07	8.865927987984526908e+02
2.323505973068976734e-07	8.870142917264616926e+02
2.334439450258439230e-07	8.874340961487149571e+02
2.346492745812801852e-07	8.878949522768829183e+02
2.358546041367164475e-07	8.883537810407173083e+02
2.370599336921527098e-07	8.888105952087749984e+02
2.382652632475889721e-07	8.892654074149585313e+02
2.394705928030252344e-07	8.897182301608550006e+02
2.408716124745212871e-07	8.902420867128728332e+02
2.422726321460173398e-07	8.907632912928953601e+02
2.436736518175133924e-07	8.912818628858607326e+02
2.450746714890094451e-07	8.917978202539643462e+02
2.464756911605054978e-07	8.923111819405847882e+02
2.478767108320015505e-07	8.928219662747505936e+02
2.494654220858356054e-07	8.933980837731016891e+02
2.510541333396696603e-07	8.939709364926085300e+02
2.526428445935037152e-07	8.945405502032364211e+02
2.542315558473377701e-07	8.951069503502401403e+02
2.558202671011718250e-07	8.956701620613102932e+02
2.574089783550058799e-07	8.962302101536116652e+02
2.591893859490816497e-07	8.968541055587133997e+02
2.606579851230853774e-07	8.973657931783330923e+02
2.621265842970891052e-07	8.978748404599122068e+02
2.635951834710928330e-07	8.983812660753379760e+02
2.650637826450965607e-07	8.988850884927250036e+02
2.665323818191002885e-07	8.993863259803175652e+02
2.680009809931040163e-07	8.998849966102612825e+02
2.694695801671077440e-07	9.003811182622732758e+02
2.709381793411114718e-07	9.008747086272286424e+02
2.724067785151151996e-07	9.013657852106530299e+02
2.740251546623017019e-07	9.019040541990755173e+02
2.756435308094882041e-07	9.024393144823100101e+02
2.772619069566747064e-07	9.029715887338689981e+02
2.788802831038612087e-07	9.035008993740780170e+02
2.804986592510477109e-07	9.040272685749987431e+02
2.821170353982342132e-07	9.045507182652166875e+02
2.837354115454207155e-07	9.050712701344917832e+02
2.853537876926072178e-07	9.055889456382760727e+02
2.869721638397937200e-07	9.061037660021094098e+02
2.885905399869802223e-07	9.066157522258912422e+02
2.902089161341667246e-07	9.071249250880389354e+02
2.918272922813532268e-07	9.076313051495328637e+02
2.934456684285397291e-07	9.081349127578524758e+02
2.950640445757262314e-07	9.086357680508070871e+02
2.966824207229127337e-07	9.091338909602650347e+02
2.983007968700992359e-07	9.096293012157849489e+02
2.999191730172857382e-07	9.101220183481526647e+02
3.015375491644722405e-07	9.106120616928257050e+02
3.031559253116587427e-07	9.110994503932889756e+02
3.047743014588452450e-07	9.115842034043246258e+02
3.063926776060317473e-07	9.120663394951990313e+02
3.080110537532182496e-07	9.125458772527683777e+02
3.096294299004047518e-07	9.130228350845073919e+02
3.112478060475912541e-07	9.134972312214613339e+02
3.128661821947777564e-07	9.139690837211256849e+02
3.144845583419642586e-07	9.144384104702543254e+02
3.161029344891507609e-07	9.149052291875988203e+02
3.177213106363372632e-07	9.153695574265817640e+02
3.193396867835237655e-07	9.158314125779043025e+02
3.209580629307102677e-07	9.162908118720919219e+02
3.225764390778967700e-07	9.167477723819789617e+02
3.241948152250832723e-07	9.172023110251335538e+02
3.258131913722697745e-07	9.176544445662265161e+02
3.274315675194562768e-07	9.181041896193427192e+02
3.290499436666427791e-07	9.185515626502407258e+02
3.306683198138292814e-07	9.189965799785576337e+02
3.322866959610157836e-07	9.194392577799649189e+02
3.339050721082022859e-07	9.198796120882731202e+02
3.355234482553887882e-07	9.203176587974896847e+02
3.371418244025752904e-07	9.207534136638296332e+02
3.387602005497617927e-07	9.211868923076807505e+02
3.403785766969482950e-07	9.216181102155243252e+02
3.419969528441347973e-07	9.220470827418138242e+02
3.436153289913212995e-07	9.224738251108110489e+02
3.452337051385078018e-07	9.228983524183820464e+02
3.468520812856943041e-07	9.233206796337537980e+02
3.484704574328808063e-07	9.237408216012319144e+02
3.500888335800673086e-07	9.241587930418814949e+02
3.517072097272538109e-07	9.245746085551714941e+02
3.533255858744403132e-07	9.249882826205840729e+02
3.549439620216268154e-07	9.253998295991889336e+02
3.565623381688133177e-07	9.258092637351846861e+02
3.581807143159998200e-07	9.262165991574074724e+02
3.597990904631863222e-07	9.266218498808079858e+02
3.614174666103728245e-07	9.270250298078973401e+02
3.630358427575593268e-07	9.274261527301634942e+02
3.646542189047458291e-07	9.278252323294574353e+02
3.662725950519323313e-07	9.282222821793517369e+02
3.678909711991188336e-07	9.286173157464713768e+02
3.695093473463053359e-07	9.290103463917967019e+02
3.711277234934918381e-07	9.294013873719407002e+02
3.727460996406783404e-07	9.297904518404008058e+02
3.743644757878648427e-07	9.301775528487848987e+02
3.759828519350513450e-07	9.305627033480137698e+02
3.776012280822378472e-07	9.309459161894994850e+02
3.792196042294243495e-07	9.313272041263006713e+02
3.810067320463909876e-07	9.317460285737359982e+02
3.827938598633576258e-07	9.321625380958927281e+02
3.845809876803242639e-07	9.325767494575113687e+02
3.863681154972909020e-07	9.329886792839542977e+02
3.881552433142575402e-07	9.333983440629169763e+02
3.899423711312241783e-07	9.338057601461066497e+02
3.920669772878520062e-07	9.342872086961140212e+02
3.941915834444798340e-07	9.347655290010102362e+02
3.963161896011076619e-07	9.352407478044484606e+02
3.984407957577354898e-07	9.357128915923090062e+02
4.005654019143633176e-07	9.361819865962560243e+02
4.026900080709911455e-07	9.366480587972147305e+02
4.054048603357389965e-07	9.372392543203726518e+02
4.081197126004868475e-07	9.378256092913928796e+02
4.108345648652346985e-07	9.384071761831049798e+02
4.135494171299825494e-07	9.389840068393830279e+02
4.162642693947304004e-07	9.395561524855111202e+02
4.189791216594782514e-07	9.401236637382710342e+02
4.229502656760280800e-07	9.409455459676689770e+02
4.269214096925779085e-07	9.417577734872118072e+02
4.308925537091277371e-07	9.425604979425351075e+02
4.348636977256775656e-07	9.433538684027411136e+02
4.388348417422273942e-07	9.441380314173189845e+02
4.428059857587772227e-07	9.449131310710812386e+02
4.494978941456552350e-07	9.461991651808533561e+02
4.561898025325332473e-07	9.474605264420422372e+02
4.628817109194112596e-07	9.486978593547916034e+02
4.695736193062892719e-07	9.499117906603945585e+02
4.762655276931672842e-07	9.511029299274205187e+02
4.829574360800452965e-07	9.522718701094024709e+02
4.933102990835772579e-07	9.540379056020104827e+02
5.036631620871092194e-07	9.557542486150271088e+02
5.140160250906411808e-07	9.574228772171296669e+02
5.243688880941731422e-07	9.590456882521320949e+02
5.347217510977051036e-07	9.606245009653654279e+02
5.450746141012370651e-07	9.621610604258410149e+02
5.546886560764109424e-07	9.635515917345578600e+02
5.643026980515848197e-07	9.649084178316498992e+02
5.739167400267586970e-07	9.662327783196138853e+02
5.813303291943194767e-07	9.672326046379097306e+02
5.887439183618802564e-07	9.682143650004876463e+02
5.899481479432824792e-07	9.683721672073326090e+02
5.911523775246847020e-07	9.685295084778745149e+02
5.923566071060869248e-07	9.686863909642048611e+02
5.935608366874891476e-07	9.688428168081420608e+02
5.947650662688913704e-07	9.689987881412688466e+02
5.967467586571360341e-07	9.692544723606599746e+02
5.987284510453806978e-07	9.695089408766752967e+02
6.007101434336253615e-07	9.697622030127309927e+02
6.026918358218700252e-07	9.700142680192722082e+02
6.074316950681931284e-07	9.706123612752326153e+02
6.121715543145162315e-07	9.712037819774379841e+02
6.169114135608393347e-07	9.717886518142348677e+02
6.216512728071624378e-07	9.723670901456107458e+02
6.281750207361739020e-07	9.731529264408802646e+02
6.346987686651853662e-07	9.739270999075506552e+02
6.396399825631270544e-07	9.745058893257714772e+02
6.445811964610687425e-07	9.750782777982798279e+02
6.495224103590104307e-07	9.756443865323449245e+02
6.544636242569521189e-07	9.762043343739812826e+02
6.594048381548938070e-07	9.767582377911631966e+02
6.643460520528354952e-07	9.773062109505908666e+02
6.692872659507771834e-07	9.778483657993895122e+02
6.742284798487188715e-07	9.783848121185540094e+02
6.791696937466605597e-07	9.789156575588665419e+02
6.831573106471877196e-07	9.793400442396907692e+02
6.871449275477148795e-07	9.797609065309630978e+02
6.878206479510117922e-07	9.798318782643875693e+02
6.884963683543087050e-07	9.799027505961388442e+02
6.891720887576056177e-07	9.799735237841765638e+02
6.898478091609025304e-07	9.800441980857480075e+02
6.911175580041157262e-07	9.801767361248361112e+02
6.923873068473289220e-07	9.803089277781925830e+02
