0.000000000000000000e+00	0.000000000000000000e+00	2.389559309985081907e+25	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.601359823050279957e+23	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	8.990690014918100176e+22	0.000000000000000000e+00	0.000000000000000000e+00	2.936401769497202210e+22	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
9.055529580277321936e-39	9.804084511564192664e-05	2.389559309985081907e+25	7.178415001544883011e-06	1.267330685769188029e-05	1.387320687382048720e-05	2.276435055540481271e-06	2.707336583488844883e-06	4.601359823050279957e+23	6.839015488719518426e-07	1.713034312209508037e-40	6.353999042487505785e-14	2.334564827177857227e-07	8.990690014918100176e+22	1.070008879123184684e-07	6.055331741103714223e-06	2.936401769497202210e+22	2.204190516334294317e-38	1.351179241990871592e-10	6.353999042487505785e-14	1.345478811231415077e-40	1.270842748587491471e-09	9.999999999999999124e-05	2.190106909512547285e-07	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.811105916055464387e-38	1.960816902312838533e-04	2.389559309985081907e+25	1.435683000308976602e-05	2.534661371538376057e-05	2.774641374764097440e-05	4.552870111080962543e-06	5.414673166977689767e-06	4.601359823050279957e+23	1.367803097743903685e-06	5.139102936628523908e-40	1.270799808497501157e-13	4.669129654355714454e-07	8.990690014918100176e+22	2.140017758246369368e-07	1.211066348220742845e-05	2.936401769497202210e+22	6.612571549002882952e-38	2.702358483981743184e-10	1.270799808497501157e-13	4.036436433694245638e-40	2.541685497174982943e-09	1.999999999999999825e-04	4.380213819025094571e-07	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
9.057340686193377514e-35	9.806045328466506117e-01	2.389559309985081907e+25	7.179850684545191486e-02	1.267584151906341883e-01	1.387598151519525147e-01	2.276890342551589341e-02	2.707878050805542780e-02	4.601359823050279957e+23	6.840383291817262422e-03	8.568598143582254413e-33	6.355269842296002565e-10	2.335031740143293007e-03	8.990690014918100176e+22	1.070222880899009349e-03	6.056542807451935351e-02	2.936401769497202210e+22	1.102536162396129453e-30	1.351449477839269788e-06	6.355269842296146288e-10	6.730085417423182192e-33	1.271096917137208804e-05	1.000199999999999978e+00	2.190544930894449630e-03	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.811287026647070025e-34	1.961012984003069892e+00	2.389559309985081907e+25	1.435826568609007425e-01	2.534914837675529831e-01	2.774918838901573870e-01	4.553325398092070153e-02	5.415214634294387291e-02	4.601359823050279957e+23	1.367939878053677991e-02	3.426753889534929298e-32	1.270926888478350677e-09	4.669596567321149944e-03	8.990690014918100176e+22	2.140231760022193869e-03	1.211187454855564838e-01	2.936401769497202210e+22	4.409262775000837329e-30	2.702628719830141271e-06	1.270926888478408166e-09	2.691495854351687030e-32	2.541939665724700088e-05	2.000199999999999978e+00	4.380651840406996761e-03	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.716839984674802298e-34	2.941421435159488951e+00	2.389559309985081907e+25	2.153668068763495702e-01	3.802245523444717779e-01	4.162239526283622593e-01	6.829760453632550965e-02	8.122551217783231803e-02	4.601359823050279957e+23	2.051841426925629652e-02	7.709682276921139867e-32	1.906326792727101097e-09	7.004161394499007313e-03	8.990690014918100176e+22	3.210240639145378605e-03	1.816720628965936279e-01	2.936401769497202210e+22	9.920179903939840440e-30	4.053807961821013388e-06	1.906326792727230137e-09	6.055461978192469969e-32	3.812782414312191373e-05	3.000199999999999978e+00	6.570758749919544325e-03	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.177236956495212503e-33	1.274550594672368220e+01	2.389559309985081907e+25	9.332083070308379025e-01	1.647555238113659781e+00	1.803544640010410927e+00	2.959411100903736047e-01	3.519591705267167692e-01	4.601359823050279957e+23	8.890856915645148351e-02	1.447558533223061257e-30	8.260325835214606124e-09	3.034980966627758014e-02	8.990690014918100176e+22	1.391032943037722597e-02	7.872052370069650973e-01	2.936401769497202210e+22	1.862598295917159927e-28	1.756560038172972948e-05	8.260325835217028109e-09	1.136964578343280741e-30	1.652120990018710218e-04	1.300019999999999776e+01	2.847182784504501823e-02	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.082789914522944691e-33	2.254959045828787367e+01	2.389559309985081907e+25	1.651049807185326346e+00	2.914885923882847507e+00	3.190865327392459427e+00	5.235846156444217137e-01	6.226928288756012897e-01	4.601359823050279957e+23	1.572987240436466705e-01	4.531054555886419513e-30	1.461432487770211115e-08	5.369545793805614864e-02	8.990690014918100176e+22	2.461041822160907333e-02	1.392738411117336650e+00	2.936401769497202210e+22	5.830185309129215080e-28	3.107739280163844558e-05	1.461432487770969309e-08	3.558853348136051015e-30	2.922963738606201367e-04	2.300019999999999598e+01	5.037289694017049041e-02	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
2.988342872550676878e-33	3.235367496985206515e+01	2.389559309985081907e+25	2.368891307339814567e+00	4.182216609652035899e+00	4.578186014774508372e+00	7.512281211984698226e-01	8.934264872244856992e-01	4.601359823050279957e+23	2.256888789308418575e-01	9.327584890759287548e-30	2.096832392018961452e-08	7.704110620983471713e-02	8.990690014918100176e+22	3.531050701284092069e-02	1.998271585227707980e+00	2.936401769497202210e+22	1.200196283867556527e-27	4.458918522154716168e-05	2.096832392020522177e-08	7.326220929160237132e-30	4.193806487193692516e-04	3.300019999999999243e+01	7.227396603529595565e-02	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
1.204387245282799875e-32	1.303945200854939799e+02	2.389559309985081907e+25	9.547306308884698112e+00	1.685552346734391449e+01	1.845139288859499516e+01	3.027663176738951023e+00	3.600763070713330016e+00	4.601359823050279957e+23	9.095904278027937551e-01	1.515097754110108822e-28	8.450831434506465818e-08	3.104975889276204160e-01	8.990690014918100176e+22	1.423113949251594013e-01	8.053603326331423062e+00	2.936401769497202210e+22	1.949502165325252134e-26	1.797071094206343159e-04	8.450831434531810632e-08	1.190012313571298799e-28	1.690223397306860617e-03	1.330001999999999782e+02	2.912846569865507051e-01	1.192709178441530239e+23	3.000000000000000000e+02	3.500000000000000000e+02	3.480000000000000000e+04
